"","artg","date","gmdn_desc","ppe","covid"
"2881","330923",2020-03-10,"arthroscopic access cannula kit",FALSE,FALSE
"2882","330924",2020-03-10,"arthroscopic access cannula kit",FALSE,FALSE
"2883","330925",2020-03-10,"cardiopulmonary bypass system centrifugal pump",FALSE,FALSE
"2884","330926",2020-03-10,"physical therapy ultrasound/neuromuscular stimulation system",FALSE,FALSE
"2885","330940",2020-03-10,"marker, lesion localization, implantable",FALSE,FALSE
"2886","330941",2020-03-10,"endodontic broach, serrated",FALSE,FALSE
"2887","330942",2020-03-10,"biliary stone retrieval basket",FALSE,FALSE
"2888","330943",2020-03-10,"biliary stone retrieval balloon catheter",FALSE,FALSE
"2889","330944",2020-03-10,"arm/leg tourniquet, single-use",FALSE,FALSE
"2890","330945",2020-03-10,"bath, water, thermoplastic moulding/splint",FALSE,FALSE
"2891","330946",2020-03-10,"walking aid, <specify>",FALSE,FALSE
"2892","330947",2020-03-10,"massager, <specify>",FALSE,FALSE
"2893","330948",2020-03-10,"bite block",FALSE,FALSE
"2894","330955",2020-03-10,"woven gauze pad, sterile",FALSE,FALSE
"2895","330956",2020-03-10,"connector, mouthpiece, single-use",FALSE,FALSE
"2896","330957",2020-03-10,"aerosol face mask, rebreathing",FALSE,FALSE
"2897","330980",2020-03-11,"massager, electrical, bed/chair",FALSE,FALSE
"2898","330982",2020-03-11,"web-based intraocular lens calculator",FALSE,FALSE
"2899","330983",2020-03-11,"cover, <specify>",FALSE,FALSE
"2900","330984",2020-03-11,"cover, <specify>",FALSE,FALSE
"2901","330985",2020-03-11,"bath, ultrasonic cleaning unit",FALSE,FALSE
"2902","330986",2020-03-11,"gingival retraction solution",FALSE,FALSE
"2903","330987",2020-03-11,"gingival retraction cord, medicated",FALSE,FALSE
"2904","330989",2020-03-11,"cable/lead, electrocardiograph",FALSE,FALSE
"2905","330991",2020-03-11,"ct",FALSE,FALSE
"2906","330996",2020-03-11,"dental implant suprastructure device, permanent",FALSE,FALSE
"2907","330997",2020-03-11,"dental crown/bridge resin, temporary",FALSE,FALSE
"2908","330998",2020-03-11,"anchor, soft-tissue implanted, non-biodegradable",FALSE,FALSE
"2909","330999",2020-03-11,"meibomian gland expressor/evaluator, manual",FALSE,FALSE
"2910","331002",2020-03-11,"dermatological nd:yag laser system",FALSE,FALSE
"2911","331040",2020-03-11,"resuscitator, pulmonary, manual, single use",FALSE,FALSE
"2912","331041",2020-03-11,"fixation system implantation kit, internal",FALSE,FALSE
"2913","331042",2020-03-11,"irrigation tubing set, general purpose",FALSE,FALSE
"2914","331063",2020-03-12,"radiology picture archiving and communication system application software",FALSE,FALSE
"2915","331068",2020-03-12,"gel, ultrasonic coupling",FALSE,FALSE
"2916","331069",2020-03-12,"intraoral optical scanning system",FALSE,FALSE
"2917","331070",2020-03-12,"mask, surgical, single use",TRUE,FALSE
"2918","331076",2020-03-12,"analgesic tens system",FALSE,FALSE
"2919","331077",2020-03-12,"peripheral vascular guidewire",FALSE,FALSE
"2920","331078",2020-03-12,"supply unit, dental",FALSE,FALSE
"2921","331079",2020-03-12,"dental suction system cannula, single-use",FALSE,FALSE
"2922","331080",2020-03-12,"gas sampling line set",FALSE,FALSE
"2923","331081",2020-03-12,"denture base resin, cured",FALSE,FALSE
"2924","331082",2020-03-12,"home-use blood glucose monitoring system ivd",FALSE,FALSE
"2925","331087",2020-03-12,"electromagnetic device tracking system",FALSE,FALSE
"2926","331088",2020-03-12,"electromagnetic device tracking system",FALSE,FALSE
"2927","331089",2020-03-12,"drill, dental, fixture/appliance, single-use",FALSE,FALSE
"2928","331090",2020-03-12,"curette, uterine",FALSE,FALSE
"2929","331091",2020-03-12,"occluder, catheter tip",FALSE,FALSE
"2930","331100",2020-03-13,"probe, pulse oximeter, reusable",FALSE,FALSE
"2931","331103",2020-03-13,"alarm, enuresis",FALSE,FALSE
"2932","331104",2020-03-13,"fluid delivery mount, general-purpose",FALSE,FALSE
"2933","331106",2020-03-13,"femoral head trial prosthesis",FALSE,FALSE
"2934","331107",2020-03-13,"orthopaedic prosthesis implantation instrument, reusable",FALSE,FALSE
"2935","331108",2020-03-13,"chisel, bone",FALSE,FALSE
"2936","331111",2020-03-13,"blue-light phototherapy lamp clinical",FALSE,FALSE
"2937","331112",2020-03-13,"ct",FALSE,FALSE
"2938","331114",2020-03-13,"cannula, ent, suction/dissection",FALSE,FALSE
"2939","331115",2020-03-13,"abdominal radial retractor",FALSE,FALSE
"2940","331116",2020-03-13,"airway, oropharyngeal, single use",FALSE,FALSE
"2941","331117",2020-03-13,"hypodermic needle, single-use, sterile",FALSE,FALSE
"2942","331118",2020-03-13,"analgesic tens system",FALSE,FALSE
"2943","331119",2020-03-13,"portable oxygen concentrator",FALSE,FALSE
"2944","331120",2020-03-14,"programmer, hydrocephalic valve",FALSE,FALSE
"2945","331121",2020-03-14,"cerebrospinal fluid external drainage kit",FALSE,FALSE
"2946","331160",2020-03-16,"surgical procedure kit, arthroscopic, reusable",FALSE,FALSE
"2947","331161",2020-03-16,"mask, surgical, single use",TRUE,FALSE
"2948","331162",2020-03-16,"silicone adhesive tape",FALSE,FALSE
"2949","331163",2020-03-16,"patient isolation chamber, transportable",FALSE,FALSE
"2950","331164",2020-03-16,"mask, surgical, single use",TRUE,FALSE
"2951","331165",2020-03-16,"compression garment",FALSE,FALSE
"2952","331166",2020-03-16,"mask, surgical, single use",TRUE,FALSE
"2953","331200",2020-03-16,"haematological concentrate system kit, platelet concentration",FALSE,FALSE
"2954","331201",2020-03-16,"ultraviolet room disinfection system",FALSE,FALSE
"2955","331202",2020-03-16,"binder, sternum",FALSE,FALSE
"2956","331220",2020-03-16,"patient monitor, pressure, intracranial",FALSE,FALSE
"2957","331221",2020-03-16,"stationary intraoral dental x-ray system, analogue",FALSE,FALSE
"2958","331222",2020-03-16,"thermometer, infrared, skin",FALSE,TRUE
"2959","331260",2020-03-17,"electric infusion pump administration set",FALSE,FALSE
"2960","331280",2020-03-17,"thrombectomy wire-net",FALSE,FALSE
"2961","331281",2020-03-17,"dispenser, medication, liquid",FALSE,FALSE
"2962","331303",2020-03-17,"mask, surgical, single use",TRUE,FALSE
"2963","331304",2020-03-17,"surgical/medical respirator, single-use",TRUE,FALSE
"2964","331305",2020-03-17,"mask, surgical, single use",TRUE,FALSE
"2965","331306",2020-03-17,"mask, surgical, single use",TRUE,FALSE
"2966","331307",2020-03-17,"dental surgical microscope",FALSE,FALSE
"2967","331309",2020-03-17,"mask, surgical, single use",TRUE,FALSE
"2968","331310",2020-03-17,"mask, surgical, single use",TRUE,FALSE
"2969","331311",2020-03-17,"mask, surgical, single use",TRUE,FALSE
"2970","331340",2020-03-17,"autologous adipose tissue collection/washing set",FALSE,FALSE
"2971","331341",2020-03-17,"emergency-care information system application software",FALSE,FALSE
"2972","331342",2020-03-17,"anaesthesia workstation gas manifold",FALSE,FALSE
"2973","331343",2020-03-17,"skin surface treatment system applicator, light",FALSE,FALSE
"2974","331344",2020-03-17,"tubing set, pressure monitoring, urological",FALSE,FALSE
"2975","331361",2020-03-17,"irrigation tubing set, general purpose",FALSE,FALSE
"2976","331362",2020-03-17,"irrigation tubing set, general purpose",FALSE,FALSE
"2977","331363",2020-03-17,"electrosurgical diathermy system cable, single-use",FALSE,FALSE
"2978","331364",2020-03-17,"atherectomy system lubricant",FALSE,FALSE
"2979","331365",2020-03-17,"cerebrospinal fluid external drainage kit",FALSE,FALSE
"2980","331366",2020-03-17,"bur, dental, carbide",FALSE,FALSE
"2981","331367",2020-03-17,"orthodontic bracket, metal",FALSE,FALSE
"2982","331368",2020-03-17,"probe, pulse oximeter, reusable",FALSE,FALSE
"2983","331369",2020-03-17,"orthopaedic implantation application software",FALSE,FALSE
"2984","331370",2020-03-17,"cerebrospinal fluid external drainage kit",FALSE,FALSE
"2985","331371",2020-03-17,"soft corrective contact lens, extended-wear",FALSE,FALSE
"2986","331372",2020-03-17,"soft corrective contact lens, daily-disposable",FALSE,FALSE
"2987","331373",2020-03-17,"soft corrective contact lens, daily-wear",FALSE,FALSE
"2988","331374",2020-03-17,"patient monitor module, multifunction",FALSE,FALSE
"2989","331380",2020-03-17,"in vitro fertilization culture medium",FALSE,FALSE
"2990","331420",2020-03-18,"ct",FALSE,FALSE
"2991","331421",2020-03-18,"clamp, <specify>",FALSE,FALSE
"2992","331422",2020-03-18,"mask, surgical, single use",TRUE,FALSE
"2993","331423",2020-03-18,"shield, face",FALSE,FALSE
"2994","331424",2020-03-18,"mask, surgical, single use",TRUE,FALSE
"2995","331426",2020-03-18,"mask, surgical, single use",TRUE,FALSE
"2996","331427",2020-03-18,"mask, surgical, single use",TRUE,FALSE
"2997","331428",2020-03-18,"mask, surgical, single use",TRUE,FALSE
"2998","331429",2020-03-18,"mask, surgical, single use",TRUE,FALSE
"2999","331480",2020-03-18,"adhesive strip, skin-cover",FALSE,FALSE
"3000","331481",2020-03-18,"open-surgery manual linear cutting stapler, single-use",FALSE,FALSE
"3001","331482",2020-03-18,"surgical staple, non-bioabsorbable",FALSE,FALSE
"3002","331500",2020-03-18,"ct",FALSE,FALSE
"3003","331520",2020-03-18,"washer, decontamination, utensil",FALSE,FALSE
"3004","331521",2020-03-18,"cranofacial fixation plate, non-biodegradable",FALSE,FALSE
"3005","331562",2020-03-19,"injector, medication/vaccine, syringe",FALSE,FALSE
"3006","331602",2020-03-19,"power supply, battery pack",FALSE,FALSE
"3007","331604",2020-03-19,"clamp, rail, medical device mount",FALSE,FALSE
"3008","331605",2020-03-19,"surgical/medical respirator, single-use",TRUE,FALSE
"3009","331606",2020-03-19,"mask, surgical, single use",TRUE,FALSE
"3010","331610",2020-03-19,"mask, surgical, single use",TRUE,FALSE
"3011","331611",2020-03-19,"mask, surgical, single use",TRUE,FALSE
"3012","331612",2020-03-19,"mask, surgical, single use",TRUE,FALSE
"3013","331614",2020-03-19,"mask, surgical, single use",TRUE,FALSE
"3014","331620",2020-03-19,"shield, face",FALSE,FALSE
"3015","331682",2020-03-19,"electrosurgical electrode lubricant",FALSE,FALSE
"3016","331683",2020-03-19,"skin contouring system applicator tip, radio-frequency",FALSE,FALSE
"3017","331700",2020-03-20,"intestinal mucosa barrier",FALSE,FALSE
"3018","331701",2020-03-20,"anaesthesia conduction catheterization kit",FALSE,FALSE
"3019","331702",2020-03-20,"single-patient physiologic monitoring system",FALSE,FALSE
"3020","331720",2020-03-20,"surgical instrument sleeve, single-use",FALSE,FALSE
"3021","331760",2020-03-20,"impression material, dental, wax",FALSE,FALSE
"3022","331761",2020-03-20,"alternating-pressure bed mattress system",FALSE,FALSE
"3023","331762",2020-03-20,"assisted-reproduction micromanipulator, electric",FALSE,FALSE
"3024","331763",2020-03-20,"shield, face",FALSE,FALSE
"3025","331764",2020-03-20,"cannula, <specify>",FALSE,FALSE
"3026","331765",2020-03-20,"obstetrical monitoring/analysis software",FALSE,FALSE
"3027","331766",2020-03-20,"gown, isolation, single use",TRUE,FALSE
"3028","331767",2020-03-20,"ct",FALSE,FALSE
"3029","331768",2020-03-20,"airway protection face mask",TRUE,FALSE
"3030","331769",2020-03-20,"mask, surgical, single use",TRUE,FALSE
"3031","331770",2020-03-20,"mask, surgical, single use",TRUE,FALSE
"3032","331771",2020-03-20,"mask, surgical, single use",TRUE,FALSE
"3033","331772",2020-03-20,"mask, surgical, single use",TRUE,FALSE
"3034","331773",2020-03-20,"public respirator, single-use",TRUE,FALSE
"3035","331780",2020-03-20,"bone-screw internal spinal fixation system, non-sterile",FALSE,FALSE
"3036","331820",2020-03-20,"radio-frequency skin surface treatment system",FALSE,FALSE
"3037","331920",2020-03-21,"metallic femoral head prosthesis",FALSE,FALSE
"3038","331940",2020-03-23,"peritoneal dialysis catheter introduction set",FALSE,FALSE
"3039","331982",2020-03-23,"curette, dental, hand-held",FALSE,FALSE
"3040","331983",2020-03-23,"computer, <specify>",FALSE,FALSE
"3041","331984",2020-03-23,"sheet, <specify>",FALSE,FALSE
"3042","331985",2020-03-23,"ct",FALSE,FALSE
"3043","331986",2020-03-23,"surgical/medical respirator, single-use",TRUE,FALSE
"3044","331987",2020-03-23,"mask, surgical, single use",TRUE,FALSE
"3045","331988",2020-03-23,"mask, surgical, single use",TRUE,FALSE
"3046","331989",2020-03-23,"mask, surgical, single use",TRUE,FALSE
"3047","331990",2020-03-23,"mask, surgical, single use",TRUE,FALSE
"3048","331991",2020-03-23,"public respirator, single-use",TRUE,FALSE
"3049","331992",2020-03-23,"graft kit, spinal fusion",FALSE,FALSE
"3050","331993",2020-03-23,"static magnetic skin wound dressing",FALSE,FALSE
"3051","331994",2020-03-23,"airway pressure monitor, non-powered",FALSE,FALSE
"3052","331995",2020-03-23,"mask, surgical, single use",TRUE,FALSE
"3053","331996",2020-03-23,"mask, surgical, single use",TRUE,FALSE
"3054","331997",2020-03-23,"mask, <specify>",FALSE,FALSE
"3055","331998",2020-03-23,"mask, surgical, single use",TRUE,FALSE
"3056","331999",2020-03-23,"airway, oropharyngeal, single use",FALSE,FALSE
"3057","332020",2020-03-23,"polymer orthopaedic cement restrictor, bioabsorbable",FALSE,FALSE
"3058","332021",2020-03-23,"electric infusion pump administration set",FALSE,FALSE
"3059","332022",2020-03-23,"biopsy kit, soft tissue",FALSE,FALSE
"3060","332023",2020-03-23,"rasp, endodontic, powered",FALSE,FALSE
"3061","332024",2020-03-23,"absorbent point, dental",FALSE,FALSE
"3062","332025",2020-03-23,"endodontic filling/sealing material",FALSE,FALSE
"3063","332026",2020-03-23,"orthopaedic bone washer, non-sterile",FALSE,FALSE
"3064","332027",2020-03-23,"orthopaedic bone washer, sterile",FALSE,FALSE
"3065","332041",2020-03-23,"bone tap",FALSE,FALSE
"3066","332043",2020-03-23,"surgical drill guide, reusable",FALSE,FALSE
"3067","332044",2020-03-23,"orthopaedic feeler",FALSE,FALSE
"3068","332045",2020-03-23,"holder, patient, <specify>",FALSE,FALSE
"3069","332046",2020-03-23,"mask, surgical, single use",TRUE,FALSE
"3070","332047",2020-03-23,"sterilization process indicator, <specify>",FALSE,FALSE
"3071","332048",2020-03-23,"gown, operating room, single use",FALSE,FALSE
"3072","332049",2020-03-23,"examination/treatment table, line-powered",FALSE,FALSE
"3073","332050",2020-03-23,"massage table/couch, line-powered",FALSE,FALSE
"3074","332051",2020-03-23,"massage table/couch, non-powered, non-portable",FALSE,FALSE
"3075","332052",2020-03-23,"physical therapy table, line-powered",FALSE,FALSE
"3076","332053",2020-03-23,"ct",FALSE,FALSE
"3077","332054",2020-03-23,"ct",FALSE,FALSE
"3078","332055",2020-03-23,"mask, surgical, single use",TRUE,FALSE
"3079","332056",2020-03-23,"glove, <specify>",FALSE,FALSE
"3080","332057",2020-03-23,"gown, isolation, single use",TRUE,FALSE
"3081","332058",2020-03-23,"protection equipment, <specify>",FALSE,FALSE
"3082","332059",2020-03-23,"shield, face",FALSE,FALSE
"3083","332060",2020-03-23,"mask, surgical, single use",TRUE,FALSE
"3084","332061",2020-03-23,"mask, surgical, single use",TRUE,FALSE
"3085","332100",2020-03-23,"needle, dental",FALSE,FALSE
"3086","332101",2020-03-23,"ct",FALSE,FALSE
"3087","332102",2020-03-23,"iirrigation fluid, medical/surgical procedure",FALSE,FALSE
"3088","332140",2020-03-23,"ct",FALSE,FALSE
"3089","332141",2020-03-23,"contact lens wetting solution",FALSE,FALSE
"3090","332142",2020-03-23,"resuscitator, pulmonary, manual, single use",FALSE,FALSE
"3091","332160",2020-03-23,"ct",FALSE,FALSE
"3092","332200",2020-03-24,"portable ventilator, electric",FALSE,FALSE
"3093","332201",2020-03-24,"infusion pump, insulin, ambulatory",FALSE,FALSE
"3094","332241",2020-03-24,"non-neurovascular embolization coil",FALSE,FALSE
"3095","332242",2020-03-24,"orthopaedic fixation plate bending insert, single-use",FALSE,FALSE
"3096","332243",2020-03-24,"internal orthopaedic fixation system, cerclage wire/cable, sterile",FALSE,FALSE
"3097","332244",2020-03-24,"internal orthopaedic fixation system, cerclage wire/cable, non-sterile",FALSE,FALSE
"3098","332245",2020-03-24,"synthetic polymer semi-permeable film dressing, wound-nonadherent",FALSE,FALSE
"3099","332246",2020-03-24,"thermometer, colour-indicating",FALSE,FALSE
"3100","332247",2020-03-24,"public respirator, single-use",TRUE,FALSE
"3101","332248",2020-03-24,"mask, surgical, single use",TRUE,FALSE
"3102","332249",2020-03-24,"inhaler, aerosol, portable",FALSE,FALSE
"3103","332250",2020-03-24,"inhaler, aerosol, portable",FALSE,FALSE
"3104","332260",2020-03-24,"ventilator, adult",FALSE,TRUE
"3105","332261",2020-03-24,"ventilator, adult",FALSE,TRUE
"3106","332262",2020-03-24,"denture base resin, cured",FALSE,FALSE
"3107","332263",2020-03-24,"radiation measurement equipment, quality assurance, accelerator system",FALSE,FALSE
"3108","332264",2020-03-24,"haematological concentrate system kit, platelet concentration",FALSE,FALSE
"3109","332265",2020-03-24,"cosmetic micro-needle cartridge",FALSE,FALSE
"3110","332266",2020-03-24,"distension unit, gas, laparoscopic",FALSE,FALSE
"3111","332282",2020-03-24,"wheelchair, attendant/occupant driven, rear wheels, collapsible",FALSE,FALSE
"3112","332283",2020-03-24,"chair, <specify>",FALSE,FALSE
"3113","332286",2020-03-24,"electromagnetic/optical surgical navigation device tracking system",FALSE,FALSE
"3114","332287",2020-03-24,"connector, <specify>",FALSE,FALSE
"3115","332288",2020-03-24,"wire cutter",FALSE,FALSE
"3116","332289",2020-03-24,"clamp, rail, medical device mount",FALSE,FALSE
"3117","332290",2020-03-24,"reamer, orthopaedic, <specify>",FALSE,FALSE
"3118","332291",2020-03-24,"surgical drill guide, reusable",FALSE,FALSE
"3119","332292",2020-03-24,"mask, surgical, single use",TRUE,FALSE
"3120","332293",2020-03-24,"mask, surgical, single use",TRUE,FALSE
"3121","332294",2020-03-24,"mask, surgical, single use",TRUE,FALSE
"3122","332295",2020-03-24,"mask, surgical, single use",TRUE,FALSE
"3123","332296",2020-03-24,"remote control, foot-switch",FALSE,FALSE
"3124","332297",2020-03-24,"mask, surgical, single use",TRUE,FALSE
"3125","332298",2020-03-24,"mask, surgical, single use",TRUE,FALSE
"3126","332299",2020-03-24,"mask, surgical, single use",TRUE,FALSE
"3127","332300",2020-03-24,"public respirator, single-use",TRUE,FALSE
"3128","332321",2020-03-24,"cataract extraction system handpiece, phacoemulsification",FALSE,FALSE
"3129","332322",2020-03-24,"infusion pump, general-purpose",FALSE,FALSE
"3130","332360",2020-03-24,"surgical plant polysaccharide haemostatic agent",FALSE,FALSE
"3131","332362",2020-03-24,"ventilator, neonatal/paediatric",FALSE,FALSE
"3132","332363",2020-03-24,"ventilator, adult",FALSE,TRUE
"3133","332400",2020-03-24,"nasopharyngeal swab",FALSE,FALSE
"3134","332420",2020-03-25,"electronic cosmetic micro-needling handpiece",FALSE,FALSE
"3135","332421",2020-03-25,"line-powered surgical power tool control unit",FALSE,FALSE
"3136","332440",2020-03-25,"surgical procedure kit, orthopaedic, <specify>",FALSE,FALSE
"3137","332441",2020-03-25,"sterilization container",FALSE,FALSE
"3138","332442",2020-03-25,"radiation therapy bolus, reusable",FALSE,FALSE
"3139","332444",2020-03-25,"reamer, orthopaedic",FALSE,FALSE
"3140","332445",2020-03-25,"lens, spectacle",FALSE,FALSE
"3141","332446",2020-03-25,"electronic cosmetic micro-needling handpiece",FALSE,FALSE
"3142","332447",2020-03-25,"bed, general-purpose, electrical",FALSE,FALSE
"3143","332450",2020-03-25,"shield, face",FALSE,FALSE
"3144","332451",2020-03-25,"mask, surgical, single use",TRUE,FALSE
"3145","332452",2020-03-25,"public respirator, single-use",TRUE,FALSE
"3146","332453",2020-03-25,"shield, face",FALSE,FALSE
"3147","332454",2020-03-25,"eye splash shield, single-use",FALSE,FALSE
"3148","332455",2020-03-25,"detergent, <specify>",FALSE,FALSE
"3149","332456",2020-03-25,"surgical/examination garment kit",FALSE,FALSE
"3150","332457",2020-03-25,"mask, surgical, single use",TRUE,FALSE
"3151","332458",2020-03-25,"mask, <specify>",FALSE,FALSE
"3152","332461",2020-03-25,"mask, surgical, single use",TRUE,FALSE
"3153","332462",2020-03-25,"mask, surgical, single use",TRUE,FALSE
"3154","332463",2020-03-25,"gown, isolation, single use",TRUE,FALSE
"3155","332464",2020-03-25,"skin moisturizing/barrier dressing",FALSE,FALSE
"3156","332465",2020-03-25,"surgical/medical respirator, single-use",TRUE,FALSE
"3157","332466",2020-03-25,"gown, isolation, single use",TRUE,FALSE
"3158","332467",2020-03-25,"mask, surgical, single use",TRUE,FALSE
"3159","332468",2020-03-25,"mask, surgical, single use",TRUE,FALSE
"3160","332469",2020-03-25,"mask, surgical, single use",TRUE,FALSE
"3161","332470",2020-03-25,"mask, surgical, single use",TRUE,FALSE
"3162","332471",2020-03-25,"mask, surgical, single use",TRUE,FALSE
"3163","332473",2020-03-25,"mask, surgical, single use",TRUE,FALSE
"3164","332474",2020-03-25,"disposable scrub suit, non-sterile",FALSE,FALSE
"3165","332475",2020-03-25,"public respirator, single-use",TRUE,FALSE
"3166","332476",2020-03-25,"public respirator, single-use",TRUE,FALSE
"3167","332478",2020-03-25,"shield, face",FALSE,FALSE
"3168","332479",2020-03-25,"mask, surgical, single use",TRUE,FALSE
"3169","332500",2020-03-25,"gown, operating room, single use",FALSE,FALSE
"3170","332501",2020-03-25,"pulse oximeter, battery-powered",FALSE,FALSE
"3171","332502",2020-03-25,"patient data recorder, long-term, temperature",FALSE,FALSE
"3172","332504",2020-03-25,"thermometer, infrared, skin",FALSE,TRUE
"3173","332506",2020-03-25,"cataract extraction system handpiece tip, phacoemulsification, reusable",FALSE,FALSE
"3174","332507",2020-03-25,"ophthalmic tonometer probe, sterile",FALSE,FALSE
"3175","332508",2020-03-25,"ct",FALSE,FALSE
"3176","332509",2020-03-25,"ct",FALSE,FALSE
"3177","332510",2020-03-25,"suture removal kit",FALSE,FALSE
"3178","332511",2020-03-25,"general-purpose surgical scissors, single-use",FALSE,FALSE
"3179","332512",2020-03-25,"catheter, urological, intermittent",FALSE,FALSE
"3180","332513",2020-03-25,"portable ventilator, electric",FALSE,FALSE
"3181","332521",2020-03-26,"collagen haemostatic agent",FALSE,FALSE
"3182","332522",2020-03-26,"collagen haemostatic agent",FALSE,FALSE
"3183","332523",2020-03-26,"collagen haemostatic agent",FALSE,FALSE
"3184","332524",2020-03-26,"skin surface treatment system applicator, laser",FALSE,FALSE
"3185","332525",2020-03-26,"anchor, soft-tissue implanted, non-biodegradable",FALSE,FALSE
"3186","332526",2020-03-26,"radio-frequency-assisted liposuction system applicator",FALSE,FALSE
"3187","332540",2020-03-26,"radiation therapy treatment planning system, application program software",FALSE,FALSE
"3188","332541",2020-03-26,"endoscopic electrosurgical electrode, monopolar, single-use",FALSE,FALSE
"3189","332542",2020-03-26,"ultrasound unit, physical therapy",FALSE,FALSE
"3190","332543",2020-03-26,"analyser, gait",FALSE,FALSE
"3191","332546",2020-03-26,"gown, isolation, single use",TRUE,FALSE
"3192","332547",2020-03-26,"mask, surgical, single use",TRUE,FALSE
"3193","332548",2020-03-26,"public respirator, single-use",TRUE,FALSE
"3194","332549",2020-03-26,"gown, operating room, single use",FALSE,FALSE
"3195","332550",2020-03-26,"surgical/medical respirator, single-use",TRUE,FALSE
"3196","332551",2020-03-26,"instrument chemical-disinfection system",FALSE,FALSE
"3197","332552",2020-03-26,"cap, surgical, single use",FALSE,FALSE
"3198","332554",2020-03-26,"mask, surgical, single use",TRUE,FALSE
"3199","332555",2020-03-26,"mask, surgical, single use",TRUE,FALSE
"3200","332556",2020-03-26,"visitor hygiene coverall",FALSE,FALSE
"3201","332558",2020-03-26,"mask, surgical, single use",TRUE,FALSE
"3202","332560",2020-03-26,"laryngoscope blade, reusable",FALSE,FALSE
"3203","332561",2020-03-26,"mask, <specify>",FALSE,FALSE
"3204","332562",2020-03-26,"mask, surgical, single use",TRUE,FALSE
"3205","332563",2020-03-26,"mask, surgical, single use",TRUE,FALSE
"3206","332564",2020-03-26,"mask, surgical, single use",TRUE,FALSE
"3207","332565",2020-03-26,"laryngoscope blade, rigid, single use",FALSE,FALSE
"3208","332566",2020-03-26,"mask, <specify>",FALSE,FALSE
"3209","332567",2020-03-26,"mask, surgical, single use",TRUE,FALSE
"3210","332568",2020-03-26,"ct",FALSE,FALSE
"3211","332580",2020-03-26,"patient monitor, multiparameter, transportable",FALSE,FALSE
"3212","332600",2020-03-26,"manual blood lancing device, single-use",FALSE,FALSE
"3213","332601",2020-03-26,"mask, surgical, single use",TRUE,FALSE
"3214","332603",2020-03-26,"home bpap unit",FALSE,FALSE
"3215","332604",2020-03-26,"mask, surgical, single use",TRUE,FALSE
"3216","332605",2020-03-26,"cpap/bipap face mask, single-use",FALSE,TRUE
"3217","332606",2020-03-26,"shield, eye, mask",FALSE,FALSE
"3218","332620",2020-03-26,"ct",FALSE,FALSE
"3219","332640",2020-03-26,"ct",FALSE,FALSE
"3220","332641",2020-03-26,"ct",FALSE,FALSE
"3221","332660",2020-03-27,"dermatological nd:yag laser system",FALSE,FALSE
"3222","332661",2020-03-27,"ct",FALSE,FALSE
"3223","332662",2020-03-27,"ventilator, adult",FALSE,TRUE
"3224","332667",2020-03-27,"syringe, hypodermic, metered delivery, retractable needle",FALSE,FALSE
"3225","332669",2020-03-27,"mask, surgical, single use",TRUE,FALSE
"3226","332670",2020-03-27,"skin abrasion unit",FALSE,FALSE
"3227","332672",2020-03-27,"mask, surgical, single use",TRUE,FALSE
"3228","332673",2020-03-27,"bed, general-purpose, electrical",FALSE,FALSE
"3229","332674",2020-03-27,"mask, surgical, single use",TRUE,FALSE
"3230","332675",2020-03-27,"medical image management system",FALSE,FALSE
"3231","332676",2020-03-27,"mask, surgical, single use",TRUE,FALSE
"3232","332677",2020-03-27,"absorbent underpad, non-sterile",FALSE,FALSE
"3233","332678",2020-03-27,"dental bib",FALSE,FALSE
"3234","332679",2020-03-27,"bed sheet, single-use",FALSE,FALSE
"3235","332680",2020-03-27,"towel, medical/surgical",FALSE,FALSE
"3236","332681",2020-03-27,"instrument tray liner",FALSE,FALSE
"3237","332682",2020-03-27,"mask, surgical, single use",TRUE,FALSE
"3238","332683",2020-03-27,"nitrile examination/treatment glove, non-powdered",TRUE,FALSE
"3239","332684",2020-03-27,"mask, <specify>",FALSE,FALSE
"3240","332687",2020-03-27,"mask, surgical, single use",TRUE,FALSE
"3241","332689",2020-03-27,"nitrile examination/treatment glove, non-powdered",TRUE,FALSE
"3242","332690",2020-03-27,"mask, surgical, single use",TRUE,FALSE
"3243","332691",2020-03-27,"mask, surgical, single use",TRUE,FALSE
"3244","332692",2020-03-27,"mask, surgical, single use",TRUE,FALSE
"3245","332694",2020-03-27,"mask, surgical, single use",TRUE,FALSE
"3246","332697",2020-03-27,"shield, face",FALSE,FALSE
"3247","332698",2020-03-27,"towel, medical/surgical",FALSE,FALSE
"3248","332700",2020-03-27,"mask, <specify>",FALSE,FALSE
"3249","332701",2020-03-27,"public respirator, single-use",TRUE,FALSE
"3250","332705",2020-03-27,"patient monitor, electroencephalograph",FALSE,FALSE
"3251","332706",2020-03-27,"filter, humidifier, heat/moisture exchanger",FALSE,FALSE
"3252","332707",2020-03-27,"cpap/bipap nasal mask, reusable",FALSE,FALSE
"3253","332708",2020-03-27,"cpap/bipap face mask, reusable",FALSE,TRUE
"3254","332710",2020-03-27,"adhesive strip, skin-cover",FALSE,FALSE
"3255","332711",2020-03-27,"gown, isolation, single use",TRUE,FALSE
"3256","332717",2020-03-27,"intermittent urethral drainage catheter, sterile",FALSE,FALSE
"3257","332718",2020-03-27,"dental material, modelling, polymer based",FALSE,FALSE
"3258","332719",2020-03-27,"deep-tissue electromagnetic stimulation system, professional",FALSE,FALSE
